Organism_name	Host_Class	Virus_Class	Host_genus	CAI	Host	median	CodonSum
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Buteo	0.594484436635733	Buteo_japonicus.ButJap1.0	0.661825	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Buteo	0.582798718935838	Buteo_japonicus.ButJap1.0	0.661825	4576
Avian orthoreovirus :Avian orthoreovirus:dsRNA::GCF_000891595.1	bird	RNA virus	Buteo	0.618765054486629	Buteo_japonicus.ButJap1.0	0.661825	7356
Avian orthoreovirus :Avian orthoreovirus:dsRNA:Hypsipetes amaurotis:GCF_003092915.1	bird	RNA virus	Buteo	0.624262093671256	Buteo_japonicus.ButJap1.0	0.661825	7615
Columbid alphaherpesvirus 1 :Mardivirus columbidalpha1:dsDNA:Columba livia:GCF_002116095.1	bird	DNA virus	Buteo	0.66291043061266	Buteo_japonicus.ButJap1.0	0.661825	54221
Fowlpox virus :Fowlpox virus:dsDNA::GCF_000838605.1	bird	DNA virus	Buteo	0.493445781536902	Buteo_japonicus.ButJap1.0	0.661825	82299
Highlands J virus :Highlands J virus:ssRNA(+):Buteo jamaicensis:GCF_000881255.1	bird	RNA virus	Buteo	0.618358544452296	Buteo_japonicus.ButJap1.0	0.661825	4497
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	bird	RNA virus	Buteo	0.662668264560034	Buteo_japonicus.ButJap1.0	0.661825	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	bird	RNA virus	Buteo	0.659664484096173	Buteo_japonicus.ButJap1.0	0.661825	7181
Adeno-associated virus :Adeno-associated virus:ssDNA(+/-):Cairina moschata:GCF_004129875.1	bird	DNA virus	Cairina	0.599279499199986	Cairina_moschata_domestica.CaiMos1.0	0.58868095	1386
Anatid alphaherpesvirus 1 :Anatid alphaherpesvirus 1:dsDNA::GCF_008791745.1	bird	DNA virus	Cairina	0.453217959780213	Cairina_moschata_domestica.CaiMos1.0	0.58868095	43130
Anatid alphaherpesvirus 1 :Anatid alphaherpesvirus 1:dsDNA:Anatidae:GCF_000885795.1	bird	DNA virus	Cairina	0.45360591306762	Cairina_moschata_domestica.CaiMos1.0	0.58868095	42244
Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1	bird	RNA virus	Cairina	0.476792853687203	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4289
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Cairina	0.501417412193863	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Cairina	0.489075222104699	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4576
Batai virus :Orthobunyavirus bataiense:ssRNA(-):Aedes curtipes:GCF_004789555.1	bird	RNA virus	Cairina	0.397523674469029	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4005
Duck adenovirus 2 :Duck aviadenovirus B:dsDNA:Cairina moschata:GCF_000923915.1	bird	DNA virus	Cairina	0.541551538593398	Cairina_moschata_domestica.CaiMos1.0	0.58868095	13216
Duck circovirus :Circovirus duck:ssDNA(+/-):Anas platyrhynchos:GCF_000864045.1	bird	DNA virus	Cairina	0.552479250605526	Cairina_moschata_domestica.CaiMos1.0	0.58868095	761
Duck coronavirus :Avian coronavirus:ssRNA(+):Anatidae:GCF_012271565.1	bird	RNA virus	Cairina	0.459719745124677	Cairina_moschata_domestica.CaiMos1.0	0.58868095	9036
Duck hepatitis A virus 1 :Avihepatovirus A:ssRNA(+)::GCF_000869945.1	bird	RNA virus	Cairina	0.499563584986209	Cairina_moschata_domestica.CaiMos1.0	0.58868095	2249
Goose parvovirus :Dependoparvovirus anseriform1:ssDNA(+/-):Anser anser:GCF_000839685.1	bird	DNA virus	Cairina	0.531426378711894	Cairina_moschata_domestica.CaiMos1.0	0.58868095	1893
Infectious bronchitis virus :Avian coronavirus:ssRNA(+):Gallus gallus:GCF_012271575.1	bird	RNA virus	Cairina	0.439600328838359	Cairina_moschata_domestica.CaiMos1.0	0.58868095	8795
Influenza A virus (A/California/07/2009(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_001343785.1	bird	RNA virus	Cairina	0.495177422142436	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4681
Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1	bird	RNA virus	Cairina	0.501054520106569	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4458
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	bird	RNA virus	Cairina	0.501918679916981	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4789
Influenza A virus (A/Shanghai/02/2013(H7N9)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_000928555.1	bird	RNA virus	Cairina	0.507637734771635	Cairina_moschata_domestica.CaiMos1.0	0.58868095	4783
Muscovy duck circovirus :Circovirus duck:ssDNA(+/-)::GCF_000846025.1	bird	DNA virus	Cairina	0.526808146242383	Cairina_moschata_domestica.CaiMos1.0	0.58868095	721
Reticuloendotheliosis virus :Reticuloendotheliosis virus:ssRNA-RT:Gallus gallus:GCF_000858025.1	bird	RNA virus	Cairina	0.526376126401329	Cairina_moschata_domestica.CaiMos1.0	0.58868095	1084
Tembusu virus :Orthoflavivirus tembusu:ssRNA(+):Anatidae:GCF_000894755.1	bird	RNA virus	Cairina	0.537941203022079	Cairina_moschata_domestica.CaiMos1.0	0.58868095	3425
Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1	bird	RNA virus	Calidris	0.537593076577432	Calidris_pygmaea.ASM369795v1	0.63364295	4812
Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1	bird	RNA virus	Calidris	0.507295523461417	Calidris_pygmaea.ASM369795v1	0.63364295	4593
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Calidris	0.547230395141123	Calidris_pygmaea.ASM369795v1	0.63364295	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Calidris	0.536627048916178	Calidris_pygmaea.ASM369795v1	0.63364295	4576
Avian paramyxovirus 15 :Metaavulavirus peixense:ssRNA(-):Calidris fuscicollis:GCF_002197575.1	bird	RNA virus	Calidris	0.490692843376017	Calidris_pygmaea.ASM369795v1	0.63364295	4581
Influenza A virus (A/California/07/2009(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_001343785.1	bird	RNA virus	Calidris	0.54689286380326	Calidris_pygmaea.ASM369795v1	0.63364295	4681
Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1	bird	RNA virus	Calidris	0.553278820225844	Calidris_pygmaea.ASM369795v1	0.63364295	4458
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	bird	RNA virus	Calidris	0.554727032189009	Calidris_pygmaea.ASM369795v1	0.63364295	4789
Parrot bornavirus 2 :Orthobornavirus alphapsittaciforme:ssRNA(-):Aratinga solstitialis:GCF_002366345.1	bird	RNA virus	Calidris	0.501923767224368	Calidris_pygmaea.ASM369795v1	0.63364295	3014
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	bird	RNA virus	Calidris	0.620842860425566	Calidris_pygmaea.ASM369795v1	0.63364295	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	bird	RNA virus	Calidris	0.617509665948948	Calidris_pygmaea.ASM369795v1	0.63364295	7181
Callitrichine gammaherpesvirus 3 :Lymphocryptovirus callitrichinegamma3:dsDNA:Callithrix jacchus:GCF_000843305.1	other mammals	DNA virus	Callithrix	0.674641926966772	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	34923
Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	other mammals	DNA virus	Callithrix	0.625645304831904	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	69582
GB virus-B :Hepacivirus platyrrhini:ssRNA(+)::GCF_000862405.1	other mammals	RNA virus	Callithrix	0.704414615793992	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	2864
Hepatitis E virus :Hepatitis E virus:ssRNA(+)::GCF_000861105.1	other mammals	RNA virus	Callithrix	0.738043685522055	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	2467
Human alphaherpesvirus 1 :Simplexvirus humanalpha1:dsDNA::GCF_000859985.2	other mammals	DNA virus	Callithrix	0.688703212857746	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	41019
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	other mammals	RNA virus	Callithrix	0.691301606854767	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3615
Mopeia Lassa virus reassortant 29 :Mopeia Lassa virus reassortant 29:ssRNA(+/-):Chlorocebus aethiops:GCF_000855745.1	other mammals	RNA virus	Callithrix	0.69161156145669	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3400
Oropouche virus :Orthobunyavirus oropoucheense:ssRNA(-)::GCF_000853785.1	other mammals	RNA virus	Callithrix	0.628743603166999	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3992
Respirovirus muris :Respirovirus muris:ssRNA(-)::GCF_000855625.1	other mammals	RNA virus	Callithrix	0.671068303042867	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	5193
Respirovirus muris :Respirovirus muris:ssRNA(-)::GCF_004786315.1	other mammals	RNA virus	Callithrix	0.675762915858928	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	4808
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	other mammals	RNA virus	Callithrix	0.604321615979279	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	5897
Saint Louis encephalitis virus :Orthoflavivirus louisense:ssRNA(+)::GCF_000866785.1	other mammals	RNA virus	Callithrix	0.702194720077144	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3429
Simian foamy virus :Simian foamy virus:ssRNA-RT:Macaca fascicularis:GCF_004788255.1	other mammals	RNA virus	Callithrix	0.646775934410846	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3587
White-tufted-ear marmoset simian foamy virus :White-tufted-ear marmoset simian foamy virus:ssRNA-RT:Callithrix:GCF_003032835.1	other mammals	RNA virus	Callithrix	0.632030983663363	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3425
Yellow fever virus :Orthoflavivirus flavi:ssRNA(+)::GCF_000857725.1	other mammals	RNA virus	Callithrix	0.732423107709332	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3411
Zika virus :Orthoflavivirus zikaense:ssRNA(+):Homo sapiens:GCF_002366285.1	other mammals	RNA virus	Callithrix	0.710664160399135	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3423
Zika virus :Orthoflavivirus zikaense:ssRNA(+):Simiiformes:GCF_000882815.3	other mammals	RNA virus	Callithrix	0.714960121160508	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3419
dengue virus type 3 :Orthoflavivirus denguei:ssRNA(+)::GCF_000866625.1	other mammals	RNA virus	Callithrix	0.67178631401562	Callithrix_jacchus.mCalJac1.pat.X	0.7441552	3390
Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1	eudicotyledons_Plant	RNA virus	Camelina	0.570845520635939	Camelina_sativa.Cs	0.6060464	3164
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	other mammals	RNA virus	Camelus	0.623740215352566	Camelus_dromedarius.CamDro2	0.7268663	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	other mammals	RNA virus	Camelus	0.614012534029289	Camelus_dromedarius.CamDro2	0.7268663	4576
Bovine papular stomatitis virus :Bovine papular stomatitis virus:dsDNA::GCF_000844045.1	other mammals	DNA virus	Camelus	0.731720234854117	Camelus_dromedarius.CamDro2	0.7268663	42505
Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1	other mammals	RNA virus	Camelus	0.616525122078888	Camelus_dromedarius.CamDro2	0.7268663	3988
Camel alphacoronavirus :Human coronavirus 229E:ssRNA(+):Camelus:GCF_001500975.1	other mammals	RNA virus	Camelus	0.617897537627132	Camelus_dromedarius.CamDro2	0.7268663	8837
Camelpox virus :Camelpox virus:dsDNA::GCF_000839105.1	other mammals	DNA virus	Camelus	0.567688273647337	Camelus_dromedarius.CamDro2	0.7268663	59807
Camelus dromedarius papillomavirus 1 :Deltapapillomavirus 6:dsDNA:Camelus dromedarius:GCF_000890775.1	other mammals	DNA virus	Camelus	0.615538200247588	Camelus_dromedarius.CamDro2	0.7268663	2449
Camelus dromedarius papillomavirus 2 :Deltapapillomavirus 6:dsDNA:Camelus dromedarius:GCF_000892415.1	other mammals	DNA virus	Camelus	0.626159395672819	Camelus_dromedarius.CamDro2	0.7268663	2432
Classical swine fever virus :Pestivirus suis:ssRNA(+)::GCF_000864685.1	other mammals	RNA virus	Camelus	0.632546161848285	Camelus_dromedarius.CamDro2	0.7268663	3898
Dromedary astrovirus :Dromedary astrovirus:ssRNA(+):Camelus dromedarius:GCF_001271295.1	other mammals	RNA virus	Camelus	0.63798385168851	Camelus_dromedarius.CamDro2	0.7268663	2960
Dromedary camel bocaparvovirus 1 :Bocaparvovirus ungulate7:ssDNA(+/-):Camelus dromedarius:GCF_002219805.1	other mammals	DNA virus	Camelus	0.669710330651657	Camelus_dromedarius.CamDro2	0.7268663	2131
Dromedary camel bocaparvovirus 1 :Bocaparvovirus ungulate7:ssDNA(+/-):Camelus dromedarius:GCF_013087475.1	other mammals	DNA virus	Camelus	0.659576022875092	Camelus_dromedarius.CamDro2	0.7268663	2138
Dromedary camel enterovirus 19CC :Enterovirus I:ssRNA(+):Camelus dromedarius:GCF_002816815.1	other mammals	RNA virus	Camelus	0.629785140114021	Camelus_dromedarius.CamDro2	0.7268663	2168
Dromedary stool-associated circular ssDNA virus :Dromedary stool-associated circular ssDNA virus:ssDNA(+/-):Camelus bactrianus:GCF_000929015.1	other mammals	DNA virus	Camelus	0.649802181038995	Camelus_dromedarius.CamDro2	0.7268663	889
GB virus C :Pegivirus hominis:ssRNA(+)::GCF_000862005.1	other mammals	RNA virus	Camelus	0.672287446507999	Camelus_dromedarius.CamDro2	0.7268663	2873
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	other mammals	DNA virus	Camelus	0.662440389362425	Camelus_dromedarius.CamDro2	0.7268663	738
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	other mammals	DNA virus	Camelus	0.639376987322345	Camelus_dromedarius.CamDro2	0.7268663	822
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	other mammals	DNA virus	Camelus	0.646441623588385	Camelus_dromedarius.CamDro2	0.7268663	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	other mammals	DNA virus	Camelus	0.647118126888604	Camelus_dromedarius.CamDro2	0.7268663	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	other mammals	DNA virus	Camelus	0.692244299194439	Camelus_dromedarius.CamDro2	0.7268663	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	other mammals	DNA virus	Camelus	0.662101318882738	Camelus_dromedarius.CamDro2	0.7268663	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	other mammals	DNA virus	Camelus	0.653051885073362	Camelus_dromedarius.CamDro2	0.7268663	612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	other mammals	DNA virus	Camelus	0.672688777154365	Camelus_dromedarius.CamDro2	0.7268663	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	other mammals	DNA virus	Camelus	0.688502384952227	Camelus_dromedarius.CamDro2	0.7268663	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	other mammals	DNA virus	Camelus	0.661710884027386	Camelus_dromedarius.CamDro2	0.7268663	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	other mammals	DNA virus	Camelus	0.684345323334852	Camelus_dromedarius.CamDro2	0.7268663	651
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	other mammals	DNA virus	Camelus	0.650157201280206	Camelus_dromedarius.CamDro2	0.7268663	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	other mammals	DNA virus	Camelus	0.650451752675677	Camelus_dromedarius.CamDro2	0.7268663	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	other mammals	DNA virus	Camelus	0.679254995958762	Camelus_dromedarius.CamDro2	0.7268663	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	other mammals	DNA virus	Camelus	0.650583384357936	Camelus_dromedarius.CamDro2	0.7268663	628
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	other mammals	DNA virus	Camelus	0.699906316736621	Camelus_dromedarius.CamDro2	0.7268663	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	other mammals	DNA virus	Camelus	0.675343385060858	Camelus_dromedarius.CamDro2	0.7268663	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	other mammals	DNA virus	Camelus	0.672963053594923	Camelus_dromedarius.CamDro2	0.7268663	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	other mammals	DNA virus	Camelus	0.690438631558166	Camelus_dromedarius.CamDro2	0.7268663	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	other mammals	DNA virus	Camelus	0.685665995578419	Camelus_dromedarius.CamDro2	0.7268663	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	other mammals	DNA virus	Camelus	0.688380827246524	Camelus_dromedarius.CamDro2	0.7268663	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	other mammals	DNA virus	Camelus	0.689352295250304	Camelus_dromedarius.CamDro2	0.7268663	670
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	other mammals	DNA virus	Camelus	0.655025181464804	Camelus_dromedarius.CamDro2	0.7268663	626
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	other mammals	DNA virus	Camelus	0.662007009869484	Camelus_dromedarius.CamDro2	0.7268663	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	other mammals	DNA virus	Camelus	0.68359302475166	Camelus_dromedarius.CamDro2	0.7268663	658
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	other mammals	DNA virus	Camelus	0.681584944587463	Camelus_dromedarius.CamDro2	0.7268663	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	other mammals	DNA virus	Camelus	0.696865003571629	Camelus_dromedarius.CamDro2	0.7268663	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	other mammals	DNA virus	Camelus	0.699498720585995	Camelus_dromedarius.CamDro2	0.7268663	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	other mammals	DNA virus	Camelus	0.650864072928034	Camelus_dromedarius.CamDro2	0.7268663	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	other mammals	DNA virus	Camelus	0.716230123820945	Camelus_dromedarius.CamDro2	0.7268663	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	other mammals	DNA virus	Camelus	0.662865847655018	Camelus_dromedarius.CamDro2	0.7268663	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	other mammals	DNA virus	Camelus	0.662017124609801	Camelus_dromedarius.CamDro2	0.7268663	630
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	other mammals	DNA virus	Camelus	0.679964415888226	Camelus_dromedarius.CamDro2	0.7268663	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	other mammals	DNA virus	Camelus	0.718722122645642	Camelus_dromedarius.CamDro2	0.7268663	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	other mammals	DNA virus	Camelus	0.688130966997268	Camelus_dromedarius.CamDro2	0.7268663	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	other mammals	DNA virus	Camelus	0.724860331702881	Camelus_dromedarius.CamDro2	0.7268663	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	other mammals	DNA virus	Camelus	0.666480768343242	Camelus_dromedarius.CamDro2	0.7268663	640
Hepatitis E virus :Hepatitis E virus:ssRNA(+)::GCF_000861105.1	other mammals	RNA virus	Camelus	0.698394614835588	Camelus_dromedarius.CamDro2	0.7268663	2467
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	other mammals	RNA virus	Camelus	0.64330834001935	Camelus_dromedarius.CamDro2	0.7268663	3615
Middle East respiratory syndrome-related coronavirus :Middle East respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000901155.1	other mammals	RNA virus	Camelus	0.626831984479103	Camelus_dromedarius.CamDro2	0.7268663	9939
Orf virus :Orf virus:dsDNA::GCF_000844845.1	other mammals	DNA virus	Camelus	0.714850917861705	Camelus_dromedarius.CamDro2	0.7268663	42185
Orthonairovirus haemorrhagiae :Orthonairovirus haemorrhagiae:ssRNA(-)::GCF_000854165.1	other mammals	RNA virus	Camelus	0.624674966636073	Camelus_dromedarius.CamDro2	0.7268663	6111
Ovine enzootic nasal tumor virus :Ovine enzootic nasal tumor virus:ssRNA-RT:Ovis aries:GCF_000861745.1	other mammals	RNA virus	Camelus	0.572399683343127	Camelus_dromedarius.CamDro2	0.7268663	1230
Parvovirinae sp. :Parvovirinae sp.:ssDNA(+/-):Sander lucioperca:GCF_029886545.1	other mammals	DNA virus	Camelus	0.671819501630248	Camelus_dromedarius.CamDro2	0.7268663	1358
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+)::GCF_002826225.1	other mammals	RNA virus	Camelus	0.69833816941117	Camelus_dromedarius.CamDro2	0.7268663	2476
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Alces alces:GCF_023120075.1	other mammals	RNA virus	Camelus	0.661833099602514	Camelus_dromedarius.CamDro2	0.7268663	2381
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Egretta garzetta:GCF_023120345.1	other mammals	RNA virus	Camelus	0.621614588593886	Camelus_dromedarius.CamDro2	0.7268663	2222
Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1	other mammals	RNA virus	Camelus	0.6348698159171	Camelus_dromedarius.CamDro2	0.7268663	4884
Pseudocowpox virus :Pseudocowpox virus:dsDNA::GCF_000886295.1	other mammals	DNA virus	Camelus	0.723973196195662	Camelus_dromedarius.CamDro2	0.7268663	43416
Respirovirus bovis :Respirovirus bovis:ssRNA(-)::GCF_000854745.1	other mammals	RNA virus	Camelus	0.549932619081494	Camelus_dromedarius.CamDro2	0.7268663	4807
Rift Valley fever virus :Phlebovirus riftense:ssRNA(+/-)::GCF_000847345.1	other mammals	RNA virus	Camelus	0.662066190449769	Camelus_dromedarius.CamDro2	0.7268663	3799
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	other mammals	RNA virus	Camelus	0.540392291236062	Camelus_dromedarius.CamDro2	0.7268663	5897
Tacheng Tick Virus 1 :Orthonairovirus tachengense:ssRNA(-):Dermacentor marginatus:GCF_001755105.1	other mammals	RNA virus	Camelus	0.653107585803054	Camelus_dromedarius.CamDro2	0.7268663	5797
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	other mammals	RNA virus	Camelus	0.677005603590043	Camelus_dromedarius.CamDro2	0.7268663	4621
