Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000145113,16254,4,3,7,6,3,8,6,2
ENSG00000152492,1446,844,1014,892.5,965,764.5,1115,846,1202
ENSG00000114315,840,1183,1495,1417,1606,1352,1850,1315,1830.5
ENSG00000175066,1856,307,350,340,348,322,392,285.5,432
ENSG00000213123,509,152.5,169,181.25,197,139,220.5,159.5,233
ENSG00000113790,2219,262,363,306,282,235,349,237,332
ENSG00000197980,2284,0,0,2,0,0,0,0,0
ENSG00000173200,2103,0,0,0,0,0,0,0,0
ENSG00000163959,1331,0,0,0,0,0,0,0,0
ENSG00000163728,2608,423.5,520.71,512.5,522.5,402,572.2,392.5,642.74
ENSG00000206384,6879,37.5,42,41,40,20,39,21,30
ENSG00000114770,4733,549,665,576,627,418,691,497,733
ENSG00000145191,2558,1017.17,1356.83,1113.83,1226.5,969.83,1491,1032.83,1599.67
ENSG00000051382,3225,281,426,339,364.5,253.5,434.5,276,454
ENSG00000144736,1797,836.5,1136,1063.5,1013.5,873,1256.5,892.33,1354
ENSG00000198471,675,0,0,0,0,0,1,0,0
ENSG00000161217,1640,541.5,715,715,704,569,808.5,553,900.5
ENSG00000186001,2538,762.5,943,756,784,560,896,599,826
ENSG00000174013,858,177,222,196,231,182,233,181,243
ENSG00000163864,1430,21,37,31,26,22,43.5,26.5,31.5
ENSG00000113916,2118,66,90.5,94,93,96.5,119,92,138
ENSG00000163872,4268,1031,1408.14,984,965.2,829.38,1167.83,727,1079
ENSG00000122068,1225,884,983.5,1056.58,992,775,1151,858,1167.5
ENSG00000163904,2035,400,522,499.5,475.5,384,567,452.5,574
ENSG00000161267,1260,0,0,1,0,0,0,0,1
ENSG00000186090,1528,0,0,0,0,0,0,0,0
ENSG00000127252,819,43,77,60,73,52,90,62,83
ENSG00000253548,291,0,0,0,0,0,0,0,0
ENSG00000114473,1371,75,94,87,97,73,117,80,106
ENSG00000184203,625,479.41,636.24,597.99,589.43,505.98,757.98,533.69,767.35
ENSG00000163961,1713,305.5,366.5,396.5,386.5,333,529,322.5,462
ENSG00000273331,627,0,0,0.5,0,0,0.5,0.5,0.5
ENSG00000163958,1000,0,0,0,0,0,0,0,0
ENSG00000145016,3122,343,448,353.5,443,288.5,428,299,421
ENSG00000114503,548,946,1169,1020.5,1189.5,885,1307,902.5,1363.5
ENSG00000163900,816,340,372,352.5,389,294.5,371,315,444.5
ENSG00000173950,1526,264,345,284,340,260,350,255,384
ENSG00000163975,2465,190,226,197,261.5,211,291,171,223
ENSG00000180611,1473,227,256,204,228,159,227,156,235
ENSG00000119231,2288,409,527.5,434,507.5,447,602.5,433.5,593
ENSG00000090530,2124,58.5,82.7,78,69.83,60,72,56,81
ENSG00000182899,338,11186.8,13593.73,13083.25,14065.76,10575.95,15106.99,10878.46,17063.82
ENSG00000189058,773,19,14,10,20,13,31,11,17
ENSG00000176945,2322,1.5,1,0,1,1,0.5,0.5,0.5
ENSG00000185798,1077,100,138.5,138.5,141,129.5,173,129.5,184
ENSG00000283765,1224,206.83,253.5,226.25,278.33,218.92,285.08,228,301.71
ENSG00000270170,297,217,289,238,306,209,279,237,297
ENSG00000272741,318,93.5,110,122.25,124,100,140.5,100.5,147
ENSG00000185621,2076,81.5,101,86,89,93,132,82.5,110
ENSG00000188001,956,0,0,0,0,0,0,0,0
ENSG00000196542,918,1,0,4,3,2,5,1,4
ENSG00000163960,1467,1093,1453,1258,1235,1015,1396.5,950,1416.5
ENSG00000119227,1737,6,14,16,12,7,8,10,10
ENSG00000181092,732,0,0,0,0,0,0,0,0
ENSG00000127249,3643,0,0,0,0,0,2,0,1
ENSG00000070087,674,2596,3084,2908.5,3209.5,2403,3600,2352.5,3480
ENSG00000163781,4566,1561.5,1994,1842,1800,1523.5,2154.5,1534,2217
ENSG00000205835,1013,3,3,4,5,5.33,5,8,3
ENSG00000214097,698,0,0,0,1,0,1,1,1
ENSG00000244405,1642,28,54,74,84.5,83.5,119,82.5,117.5
ENSG00000174928,1113,79,106,109.5,131,83.2,103,76,139
ENSG00000181467,549,329,392,382,398.5,315.5,420,337,476
ENSG00000284952,1053,119.5,148.75,144.5,150,126.75,157.5,126,199
ENSG00000182580,2994,161.67,194,222,234.5,145.5,219,123.2,189
ENSG00000168374,565,1614.67,2064.17,2045.17,2129.67,1817.67,2571.5,1807.17,2820.83
ENSG00000163898,1445,18,41,35,38,35,37,27,39
ENSG00000163577,459,78,88,78,103,91,91,76.5,110.5
ENSG00000145088,833,83,133,136,128,100,158,108,166
ENSG00000121542,921,410,459,456,470.5,442,620,382,615
ENSG00000153283,1942,0,0,0,0,0,0,1,0
ENSG00000161203,1604,2981,3853,3302,3702.5,2805,3936.33,2741,4263
ENSG00000163714,3164,5828.5,7721,6728.5,6358,5389.33,7510.5,5291.5,7799.33
ENSG00000144820,2391,1,0,0,0,0,0,0,1
ENSG00000163751,1251,0,0,0,1,0,2,1,0
ENSG00000163754,1108,988.33,1253,1058,1171.17,965.17,1298.67,994.5,1419
ENSG00000071794,3039,2304.5,3118.5,2884,2563.5,2532,3488,2325,3239.5
ENSG00000163755,3012,493,565,555,529.5,442.5,646,403,593.5
ENSG00000179407,696,0,0,0,0,0,0,0,0
ENSG00000179348,1440,659.5,781.5,783,883.5,645,962.5,649.5,1083.5
ENSG00000163902,1858,7865,9839.5,9399.5,9972.83,7697,10804,7893,11706.5
ENSG00000179021,987,717,835.5,878.5,866.33,686.5,1085,699.33,1205.5
ENSG00000081154,590,1603.5,1798,1749.33,1967.17,1469.25,2279.17,1496,2214.08
ENSG00000066422,3258,583,717,731,682.83,665,849,730,984.5
ENSG00000114391,528,13141.33,15626.5,15665.98,17000.65,12947.93,18317.91,13292.49,20237.11
ENSG00000182504,2617,739.5,1057.5,960.5,958.5,797.5,1175.5,757.5,1226
ENSG00000174173,1209,1548,2115,1901,1969.5,1698.5,2450.5,1762,2630
ENSG00000174611,1983,4,4,3.5,1.5,4,6.17,4,1.5
ENSG00000163705,627,0,0,0,0,0,0,0,0
ENSG00000254999,225,1271,1573,1488,1643.5,1232.5,1846.5,1257.5,1835
ENSG00000134070,1875,122,134,139,164,128,173,119,166
ENSG00000272410,1995,115.5,150.5,114,124.25,108.25,146.25,118.12,142.75
ENSG00000157017,454,0,0,1,0,1,0,0,0
ENSG00000157020,1146,3828.5,4949.08,4559.17,4936.17,3775.67,5330.42,3768.67,5930.83
ENSG00000178537,964,394.67,495.83,493.33,486.83,365.83,549,361.5,594.17
ENSG00000178467,1754,274.5,326,293,335,266,331,244,340
ENSG00000178252,3662,4359.67,5116.83,4714.5,5299.5,3999,5629.5,4046,6118.2
ENSG00000178149,1729,425,523,487,566,399,532,436,537
ENSG00000178057,552,3943.5,4714.5,4154,4988,3668,5079.25,3785.5,5510
ENSG00000163661,1143,42,49,40,57,44,55,43,52
ENSG00000188817,603,0,0,0,0,0,0,0,0
ENSG00000163632,1091,1,0,0,0,0,0,0,0
ENSG00000163634,612,1314.5,1645,1636,1612.5,1315,1902,1390.5,2097.5
ENSG00000151577,1200,0,0,0,0,0,0,0,0
ENSG00000181847,933,0,2,2,1,2,2,0,1
ENSG00000181722,2223,7,9,7,17,13,13,13,16
ENSG00000240045,105,0,0,0,0,0,0,1,0
ENSG00000076242,2299,570,732,617,630,572,757,549,802.5
ENSG00000036828,3264,0,0,0,0,0,0,0,0
ENSG00000134086,639,1356,1384,1297,1605,1212,1800.5,1233,1701.33
ENSG00000240747,384,0.08,0.5,0.08,0,0,0,0.08,0.17
ENSG00000168329,1161,0,1,1,1,1,1,0,6
ENSG00000092345,1065,0,0,0,0,0,0,0,0
ENSG00000151090,1737,88,98,94,100,83,110,77,94
ENSG00000172020,852,77.5,121,112,106.5,116.5,157,94,135.5
ENSG00000174748,694,8979.82,11005.65,10159.93,10959.66,8089.81,11004.77,8457.25,12815.45
ENSG00000169714,563,8151,9967.5,9542.33,10525.5,8612.33,12434,8943,13327.5
ENSG00000154767,2820,666,761.5,732,738.5,650.5,844.5,577,849
ENSG00000013297,621,0,0,1,0,0,0.5,0,1
ENSG00000073792,1865,1000.33,1151.58,1101.17,1137.67,832.67,1190.92,807.92,1230.25
ENSG00000174255,819,0,0,0,0.5,0.2,0.75,1.25,0.2
ENSG00000144908,2750,58.5,81,58,68,55,76,54,72.5
ENSG00000152642,1053,573.5,704,733,703.5,594.5,830.5,585,837
ENSG00000175193,1165,226.83,284,245.25,296.83,242.42,329.58,254,338.21
ENSG00000163660,1703,218,269,375,430,332,426,315,443
ENSG00000144959,1344,199,193,180,232,161,251,186,238
ENSG00000170876,1386,908,1129,989.5,1189,802,1228,885.7,1252
ENSG00000177565,1681,473.5,706.83,611.5,604.5,523,746.5,497.5,714
ENSG00000180834,597,70.5,99,95.5,106.5,67.5,77,69,83
ENSG00000145107,928,0,0,0.5,0,0,0.5,0.5,0.5
ENSG00000198585,954,580,630,619,695,517,643,527.5,713.5
ENSG00000181744,1395,338,418,379,461,360,491.5,335,501
ENSG00000144840,708,355,494.5,423,461,365.5,536.5,403,574.5
ENSG00000163380,1680,5,4,7,7,4.5,5.22,3.5,8
ENSG00000114656,3449,8,13,14,9,11,14,10,11
ENSG00000163635,2914,133.22,172.08,206.17,187.53,173.23,241.67,179.54,215.82
ENSG00000169064,2725,6,8.5,11,8,11,8,3,11
ENSG00000181458,873,153,242.5,196,219,180,294,148,253
ENSG00000154175,5503,19,33.5,26,21,29,23,25,28
ENSG00000065534,5742,137.5,177.33,142.5,140,120.5,164.33,98,169.33
ENSG00000065371,694,0,0,2,1,2,0,0,2.5
ENSG00000075785,970,3862,4807.5,4609.5,4936,3890.2,5644.5,4019,5989
ENSG00000151092,2247,638,788.67,668.5,704,542.33,809,591.5,870.33
ENSG00000151093,1377,286.5,372,349,323,281,421,290.5,438
ENSG00000145198,3729,62,86,71,81,55,78.5,56,82
ENSG00000214160,1442,766.83,978.17,873.83,980.17,724.5,928.5,753.17,1064.83
ENSG00000284753,765,149.5,196,180,206.5,143.75,210,161,248.75
ENSG00000284917,2649,94.5,130,108.25,134.5,97.75,131.5,104.5,168.75
ENSG00000163888,237,27,37,56,55,43,59,44,59
ENSG00000175166,2819,6675.83,8232.33,7194.83,7867.92,6145.83,8743.83,6214.83,9287.5
ENSG00000114867,5065,21531.17,28486.92,21872.83,21963.5,17860.17,23258.31,17943.67,24260.5
ENSG00000175182,1517,97,100.5,85.5,119,98.5,121.5,95,105.5
ENSG00000114859,2792,54,78,57,76,61,96,59,78
ENSG00000163882,525,1569.5,1873,1753,1940,1531.5,2320,1533,2426.5
ENSG00000090539,2895,93,116,130,139,105,130,59,118
ENSG00000008226,5458,0,0,3,2,0,0,0,0
ENSG00000060971,1317,617,774,698,842.5,546,781,652,868
ENSG00000114354,1561,2642,3427,3168,3121.6,2621.5,3870.5,2829.5,4097.67
ENSG00000114742,2070,1194,1593.5,1363.5,1400,1117,1714,1161,1826
ENSG00000241186,564,0,0,0,0,0,0.5,0.33,0
ENSG00000283877,50,0,0,0,0,0,0,0,0
ENSG00000178038,2859,27,45,35,32,23,29,35,42
ENSG00000181585,485,7,4,2,6,9,10,7,4
ENSG00000206549,1155,0,0,0,0,0,0.5,0,0
ENSG00000283706,1155,0,0,0,0,0,0.5,0,0
ENSG00000188086,1029,0,0,0,0,0,0,0,0
ENSG00000160808,585,1,1,1,0,0,2,2,2
ENSG00000160801,1830,6,10,13,13,10,12,10,16
ENSG00000160796,8292,577,752,668.5,713,523.5,740,483.5,703
ENSG00000114739,1536,505,571,492.5,609,476,652,479.5,594
ENSG00000157036,1252,204,265.5,246,272,211.5,268,220,325
ENSG00000121864,1455,300,395,363,361.33,307,492,327,477
ENSG00000171109,2223,722.17,1006.67,960,912.67,764.5,1012,715,1167.83
ENSG00000114450,1108,1017,1343,1199,1201,1093,1586,1115,1447
ENSG00000136518,1318,1506,1932,1735,1882,1449,2170,1549,2369
ENSG00000136522,750,962.5,1209,1122.5,1278.5,1027,1443,1107,1696
ENSG00000172936,912,90,121,87,121,76,119,87,114
ENSG00000187715,1869,0,0,0,0,1,0,0,0.5
ENSG00000178772,1635,0,1,2,0,2,1,0,1
ENSG00000172061,1761,0,3,4,4,4,2,1,4
ENSG00000178732,1680,1,0,0,0,0,0,0,0
ENSG00000133657,3799,640,893,678.5,699,577.5,849.5,583,945
ENSG00000041802,1987,780,990.5,903,971,789,1087.5,834.5,1175
ENSG00000185112,1269,56,51,45,49,34,43,31,58
ENSG00000134107,1236,581.5,696.5,485.5,587,588.5,966.5,551.5,837
ENSG00000134108,811,684.5,784.33,776.33,797.83,667.5,924.75,707.67,995.33
ENSG00000134109,2027,199,270,217,235,203,275,212,278
ENSG00000187672,2907,62,88,67,71,68,83,57,88
ENSG00000180376,2961,313,398,386.5,447,316,458,352.33,540
ENSG00000168356,5472,1,0,1,0,2,2,2,2
ENSG00000177383,921,790.33,967.25,913,963,792.25,1086.25,821.5,1140
ENSG00000187068,750,12,34,34,30,31,28,27,28
ENSG00000156931,4615,463,610,505.33,576.5,383,663,384.5,649
ENSG00000171121,1023,1,0,1,2.5,1,2,1.5,1.5
ENSG00000196455,4074,1484,1898,1592,1562,1304,1840,1301.5,1951
ENSG00000163347,633,29,43.5,48,54,44,58,31.5,38
ENSG00000113946,705,0,0,0,0,0,0,0,0
ENSG00000017260,2973,1130,1385.5,1190,1126,960,1445,888.5,1379
ENSG00000114126,1638,670,982,839,892,793,1100,776,1096
ENSG00000114405,384,263,348,301,291,258,345,271,406
ENSG00000187033,1342,0,0,0,0,0,0,0,0
ENSG00000168016,8933,61.39,87.67,57.89,74.5,58.44,87.5,71.39,93.54
ENSG00000181322,1210,4,7,8,5,7,5,2,6
ENSG00000172340,1508,835,1011.83,898.17,1009.83,828.17,1176.25,823.5,1208.33
ENSG00000187091,2365,110,160,125.5,169,101.5,168,106,161
ENSG00000114850,608,1974.83,2466,2207,2322,1903,2661.5,2105,3076
ENSG00000034533,2159,124.5,178,202,178,147,198,162,241
ENSG00000163636,1357,4543,5892,5533,5797.5,4614,6274,4783,7232
ENSG00000114805,5270,190,237,196,201,178,224,154,231.5
ENSG00000018408,1302,514,685,586,603,527,745,465,654
ENSG00000144749,3351,735,954,747,834.5,615.5,927,598.5,923
ENSG00000164081,940,776,1033,946.5,1068.5,833.5,1089,814.5,1116
ENSG00000091527,791,1986.83,2500.83,2234.83,2540,2041,2953.5,2127,3131.5
ENSG00000174963,1251,2.5,5.17,4.5,2,2.5,1.5,1.5,2.83
ENSG00000213533,974,80,95.25,95.5,105,70,101.5,79,96.75
ENSG00000090534,1491,5,13,12,8,7,13,5,13
ENSG00000169251,1604,1029.83,1303.08,1296.5,1222,992.17,1401.08,1037.25,1574.5
ENSG00000163947,2337,297,375,339,384,302,398,257,368
ENSG00000114737,845,57,79,75,91,64,95,75,101
ENSG00000082996,1153,289,436.17,362.5,375.33,312.17,487,314.17,483.67
ENSG00000197885,580,127,174,177,155,165,229,140,211
ENSG00000145087,3710,124,145,128,118,94,159.5,118,162.5
ENSG00000163785,1866,128.5,164.5,177.5,124.5,137.5,185.5,141,190.5
ENSG00000114735,1014,156,204,194,208,147,205,147,210
ENSG00000072858,2496,20,25,43,25,20,22,16,33
ENSG00000175455,2962,760.5,987.5,954,873.5,663,935,576.5,933.5
ENSG00000114395,666,304,322,323,375.5,242.5,353,276,397
ENSG00000114529,1048,140,196.1,176,207,169,231,184.5,274
ENSG00000239620,630,0,3,2,2,1,4,2,1
ENSG00000091986,3005,107,161,149,146,118,188,122,163
ENSG00000173175,3980,9,8,11,14,9,13,12,5
ENSG00000163848,2389,696,895,777,877,672.5,1017,685.5,987
ENSG00000144550,1695,29,40,49,35,42,38,32,39
ENSG00000134072,1273,890.5,1044,1026,1084,807,1187,792,1263
ENSG00000250151,2089,574,703,671,754.25,537.25,735,559.25,903.33
ENSG00000214021,3115,35.5,32.5,37,45.25,31.5,55.5,26.75,44.83
ENSG00000156990,1302,1605,1940.5,1800,2081,1584,2233.33,1607.5,2318
ENSG00000171135,610,1012,1151,1143,1276,970.5,1269,1018,1439
ENSG00000163701,2173,4,3,4,4,2,4,3,7
ENSG00000145022,309,249,262,263,301,179,252,211,318
ENSG00000283189,1590,73.75,109.25,87.75,95,63.25,88,77,100.25
ENSG00000145020,1381,1,4.5,1,1,1,2,3,2.5
ENSG00000145029,639,72.75,105.75,86.75,94,63.25,86,75,98.75
ENSG00000173402,2685,3822,4766,4031.5,4562,3432.5,5078.5,3424.5,4842.5
ENSG00000164061,11778,121,201.5,141,152,115,154,119.33,152
ENSG00000164062,2250,2624.67,3262.67,2921.17,3066.83,2402.67,3340.83,2379.67,3325.33
ENSG00000173531,2176,5.33,2.5,2.33,3.42,1.83,2.87,4.83,4.08
ENSG00000164068,4043,717.5,871,789.5,814,655.5,938.5,653,867
ENSG00000176020,1512,24,23,16,20,13,30,16,25
ENSG00000173540,1269,1108.5,1297.5,1237,1527,1078.5,1469,1237.5,1842.5
ENSG00000163704,3035,273,318,315.5,398.33,251,367,254,360
ENSG00000125037,898,842.33,1146.53,1038.33,1110.5,827.5,1256,908.25,1387.5
ENSG00000187288,815,6,4,5,5.5,2.5,5,2.5,7
ENSG00000114648,1782,405.5,479,521.5,547,447,612,510.5,737
ENSG00000156976,1231,3335.83,3986.91,3693.58,3731,2863.78,3956.67,2514.5,3646.92
ENSG00000183770,1128,0.67,0.67,0,2.58,0.33,0,0.67,0.33
ENSG00000206262,533,4,4,2,5,1,5,0,2
ENSG00000206260,798,0,0,0,0,0,0,0,0
ENSG00000184814,795,0,0,0,0,0,0,0,0
ENSG00000233701,786,1.14,0,0,0,0.57,0,0,0
ENSG00000114113,402,0,0,0,0,0,0,0,0
ENSG00000163428,1113,1000.5,1234,1107.5,1267,944,1300,988,1308
ENSG00000206557,2604,180,244,223.5,246,209,270,215,245.5
ENSG00000182973,2502,1137.33,1627,1375,1329.5,1064.5,1583,1081,1659
ENSG00000157150,672,1,0,1,2,2,0.5,1,0
ENSG00000114204,1215,0,0,0,0,0,0,0,0
ENSG00000114209,664,676,862,804,812,743.5,1022.5,685.5,1128.5
ENSG00000163536,1236,168,189.5,195,185.5,172.5,235,141,231
ENSG00000114698,987,13,18,25,11,22,33,18,26
ENSG00000163746,933,10,11.5,8,12.5,5.5,14,7,11.5
ENSG00000188313,954,472,596.5,549,581.33,447,661,476,709.5
ENSG00000113810,3864,6024.33,7660.83,6154,5914,4801,6697.5,4755.5,7165.83
ENSG00000213186,1328,110,168.5,181,172,142,214.5,140.5,244
ENSG00000186432,1759,913.33,1303.67,1133,1100.83,938,1397,967,1559.5
ENSG00000179674,576,1,2,1,0,1,3,1,2
ENSG00000083937,721,1545.5,1907.08,1676.75,1884.81,1509.46,2296.08,1593.25,2471.67
ENSG00000114251,1143,350,470,321,356.5,296.5,384,308,430.5
ENSG00000183833,2374,0.5,1,0.5,1,1,1,0.5,0.5
ENSG00000285585,2301,0.5,1,0.5,1,1,1,0.5,0.5
ENSG00000114767,1425,1012.5,1243.5,1221,1467.5,1001.5,1378.7,1196.5,1793
ENSG00000180929,1104,1,1,0,0,0,0,1,2
ENSG00000248487,1209,131.5,172,152,158,108.5,159.5,129.5,167.17
ENSG00000114786,1875,354.75,440.25,411.75,417,348.25,486.25,352,472.92
ENSG00000243989,1355,248.25,312.25,283.75,299,250.75,337.75,254.5,347.25
ENSG00000162244,590,9567.58,11980.96,10840.81,11970.98,8681.63,11956.49,9022.64,13955.67
ENSG00000164086,1331,272.5,319.5,295,348,240.5,355,277,347
ENSG00000164087,1221,586,741,692,771,562,760,579,841
ENSG00000023330,2007,1728,2128,2110.5,2312.5,1776.5,2685,1968,3056
ENSG00000173366,3607,287,381.75,344,372.5,288.5,399.25,267.75,405
ENSG00000247596,1125,1195,1552.25,1275,1618,1149.5,1577.75,1064.25,1644.5
ENSG00000164088,1460,73,99,87,107,90,99,74,90
ENSG00000164091,939,1768.17,2240.17,1975.5,2136.83,1697,2363.67,1625.5,2501.67
ENSG00000168237,1704,132,185,152,200.5,130.33,196,190,199.33
ENSG00000163930,2742,828.5,1096,928,1053.5,739.5,1147.5,769.5,1126
ENSG00000163923,153,215.2,248.02,248.3,279.03,207.24,336.8,245.89,332.54
ENSG00000073849,1315,62,92,89,105,78,106,61,74
ENSG00000163884,1248,158,185,169,201,131,191,134,173
ENSG00000163885,1962,0,0,0,0,1,0,0,0
ENSG00000070476,2577,954.5,1111.5,982.5,1050.5,818.5,1154.33,857,1168
ENSG00000159650,2208,0,0,0,0,0,2,0,0
ENSG00000180767,1023,46.67,70.67,74.33,79.33,56.67,84.5,68.17,71.17
ENSG00000180697,514,0,0,0,0,0,0,0,0
ENSG00000174004,2076,30,48,36,62,52,69,41,61
ENSG00000180370,1573,1528,1842.16,1834.16,1797.66,1391.66,2145.33,1505.08,2184.16
ENSG00000174007,514,46.5,66.5,60,60,57,91,36.5,59
ENSG00000175161,1372,33,41,42.5,30,32,46,26,38
ENSG00000184432,2929,5497.33,7239,6507.5,6142.5,5476.5,7058.5,5536.5,7956.5
ENSG00000198218,2330,3555,4755,3923,4191,3274,4816,3432,5138
ENSG00000172053,2660,6395.5,7882.5,7067,7529.33,5825.5,7871,5990.83,8869.12
ENSG00000172046,4377,2304.23,2790.15,2375.38,2522.6,1900.54,2604.51,1895.47,2790.24
ENSG00000172037,5394,1045.5,1301,1173.83,1180.5,951,1459.5,903.5,1236
ENSG00000177352,1401,479,639,594,701,456,690.33,454.5,696
ENSG00000185909,1062,100,102,113,114,94,106,90,139
ENSG00000236980,615,0,0,0,0,0,0,0,0
ENSG00000178035,1695,10358.5,13213.5,11752.83,12932,9958.5,14080,10472,15593.5
ENSG00000163646,975,0,0,0,0,0,0,0,0
ENSG00000240303,2457,940,1214,1141,1162,935,1326.5,936,1291
ENSG00000274810,2603,144,155.5,146,149,123.5,149,114,180
ENSG00000129048,1050,0,0,0,0,0,0,0,0
ENSG00000144741,1042,158,179,178,200,142,198.5,154,200.5
ENSG00000072274,2358,4301.5,5419.5,4613,4770.5,4204,6313.25,3980,5976
ENSG00000088726,709,2,3,2,3,2,4,1,4
ENSG00000144712,4103,1170.92,1408.77,1319.67,1536.98,1003.77,1378.07,985.38,1428.78
ENSG00000144713,459,10306.19,13584.77,13182.09,12553.44,10319.95,13718.59,10597.82,16889.66
ENSG00000132155,2004,752,1046.5,903.5,913,702,1041,672,1092.5
ENSG00000082701,2019,706,897,815,869,671.5,968.5,655,916
ENSG00000154917,773,509,655,549.5,594.5,488,689,461.5,671.5
ENSG00000188315,826,5,5,4,2,4,8,0,3
ENSG00000114316,3527,699,954,850,913.5,742,993,773.5,1084
ENSG00000163602,654,406,537,505,510,423,652,425,586
ENSG00000145014,1641,92,105,86,99,81,95,65,86.5
ENSG00000214216,522,0,0,0,0,0,0,0,0
ENSG00000196639,1461,3,5,12,5,18,15,11,18
ENSG00000145194,2510,0,0,0.25,0,0,0.5,0.5,0
ENSG00000090097,1213,125,137,157,188,124,191,131,199
ENSG00000114346,2961,1748.5,2257.5,2034.83,2008,1684.5,2529.5,1691.5,2566
ENSG00000114127,5152,901.5,1292.5,1106,1009.5,918,1353.5,917,1330
ENSG00000075711,3824,610,733.5,634.5,588,509,779,490,741.5
ENSG00000121577,1258,1,0,1,4,1,2,4,1
ENSG00000196776,1020,840.5,1091.5,1066,1078,813,1250,854.5,1335.5
ENSG00000138495,367,987.25,1146.25,1090,1341.25,948.92,1377.42,940.5,1353.08
ENSG00000007402,3459,471,657,575.5,623.5,493,788.5,479.5,768.5
ENSG00000177479,1525,1089,1413.33,1367.83,1381.67,1217.5,1641,1180.33,1666.83
ENSG00000129055,222,431,516,426,520,419,627,422,610
ENSG00000114019,2514,420.5,549,559.5,624,446,605,491,693.5
ENSG00000114544,1868,511.5,635.5,590,635,519,733,493,720
ENSG00000085274,1847,116,169,143,168,121,204,117.5,196
ENSG00000144868,1739,101,113,133.5,119,106,145,82.5,147
ENSG00000221955,2285,1,6,0,4,3,7,4,5
ENSG00000198836,3687,965.5,1300.33,1144.5,1111.11,977,1430,1007.62,1516
ENSG00000175697,2442,1,3,2,3,0,5,2,4
ENSG00000169282,1859,1,1,0,0,1,0,0,1
ENSG00000163320,501,1146,1395,1272.5,1336,1061,1515.5,1016.5,1488
ENSG00000288654,75,359.5,460,366,425,352,523,378,523.17
ENSG00000175105,3384,249,331,221,255,195,327.5,241,333
ENSG00000183873,6140,164,192,175.5,183,165.5,227.5,134.5,211
ENSG00000073282,2410,2,0.5,1,2,1,2,1,2
ENSG00000127241,3132,2,2,3,1,1,2,3,2
ENSG00000187098,1780,220,272,297.5,277,246,302,219,284.5
ENSG00000091513,2240,0,1,1,2,2,4,1,0
ENSG00000174640,1929,17,31,28,31,33,38.5,28,43.33
ENSG00000144867,813,1695,2058,2008,2152.5,1562,2354,1854,2968
ENSG00000114861,2573,402.5,526,430.5,403.25,351.5,487.25,352.25,519.25
ENSG00000233276,730,1760.83,1815,1903.5,2141.5,1661.67,2180,1639.17,2221.33
ENSG00000242120,567,0,0,0,0,0,0,0,0
ENSG00000153002,1251,0,0,0,0,0,0,0,0
ENSG00000144891,1077,10,24,12,15,13,24,22,24
ENSG00000163687,978,0,0,1,0,0,1,0,0
ENSG00000163686,1045,176,199.5,194,198,165,214,167,235
ENSG00000163684,372,419,556,551,630,570,680,514,777.33
ENSG00000168297,1862,395.5,544.5,460.83,491,403.33,568,379,602
ENSG00000168291,1251,3366.5,4220.5,3760.5,4140.33,3229.5,4708.5,3285.5,4867
ENSG00000114757,2037,0,0,0.5,0,0.5,0,1,1
ENSG00000136521,701,843.25,1016.25,866.5,1018,739,1177.5,764.75,1157
ENSG00000288698,306,410.25,473.25,414.5,497,338,519.5,371.75,552
ENSG00000058056,3368,628,776.5,700.5,684.5,554.5,771.5,549,801.5
ENSG00000196549,2384,113,152,108,116,104,164.5,86,124.5
ENSG00000255154,504,144,180,160,176,162,243,136,227
ENSG00000213139,534,1,1,0,0,1,2,0,4
ENSG00000113838,1719,151,210.5,186.5,186,145.5,207.5,157.5,265.5
ENSG00000283149,501,347.75,440.75,425.25,476.5,357.25,459.5,387.5,586
ENSG00000145192,1104,0,2,3,1,0,1,2,1
ENSG00000090512,1150,0,0,0,0,0,0,0,0
ENSG00000113905,1575,0,0,0,0,0,0,0,0
ENSG00000091181,1276,0,0,1,1,0,0,0,1
ENSG00000072756,1613,202,254.5,237.5,250.5,194,303.5,201,289
ENSG00000067560,725,8432,10091,10069,10560.17,8496.03,12751.83,8599,12910.83
ENSG00000113851,1510,526.5,714,531,630.64,478.5,756.5,530.5,773
ENSG00000177646,2605,1363.5,1726.5,1491.5,1640.5,1306,1767.83,1284.5,1784.5
ENSG00000169704,531,0,0,0,0,0,2,1,0
ENSG00000172780,713,67.75,87.25,91.67,100.5,75.5,103.5,74.75,92.75
ENSG00000261796,993,583.32,664.43,648.17,726.1,542.8,773.11,557.94,843.12
ENSG00000240682,998,575.07,656.18,638.5,722.1,535.3,765.11,551.69,839.38
ENSG00000211456,1827,1198,1498.5,1329.5,1320.5,1088.5,1530.5,1030,1715
ENSG00000163817,1788,3,4,6,5,3,5,6,9
ENSG00000163820,4494,393,515,420,456.5,414,536,349,514
ENSG00000172215,1026,0,0,0,0,0,0,0,0
ENSG00000184500,2297,445,592.5,567,533.75,481,619,431,627.5
ENSG00000178750,882,0,0,0,0,0,0,0,0
ENSG00000178700,561,312.58,388.16,372.33,365.08,311.86,450.66,314.75,428.08
